publikationsjahr;wohnviertel_id;wohnviertel_name;anteil_sozialhilfeempfaenger;anteil_auslaender;anteil_personen_ohne_religionszugehoerigkeit;anteil_personen_in_einpersonenhaushalten;gymnasialquote;altersquotient;anteil_sesshafte;jugendquotient;baujahr_der_wohngebaeude;anteil_einfamilienhaeuser;anteil_gruenflaechen;flaeche_pro_wohnung;wohnflaeche_pro_person;vermoegenssteuer_pro_veranlagung;einkommenssteuer_pro_veranlagung;erwerbstaetigenquote;arbeitsplaetze_pro_einwohner;arbeitslosenquote
2019;15;Hirzbrunnen;0.0496960648;0.2492268316;0.4995201024;0.1870076616;0.3656716418;0.4215000945;0.4000213288;0.3500850179;1942.1621622;0.69327467;0.5926365548;81.079755892;38.913104491;771.02751952;7795.1969134;0.7095861405;0.3260985038;0.0404742079
2019;17;Matthäus;0.1157151041;0.5079880339;0.4695436319;0.2474408294;0.2648648649;0.181429716;0.3063362289;0.2172171281;1925.2362205;0.0708661417;0.1653432841;67.260189147;34.932337722;568.75968476;6536.4357864;0.6812807264;0.1872287699;0.0555946177
2019;18;Klybeck;0.1373920197;0.5220074044;0.4179350062;0.2196580008;0.1640625;0.2086920869;0.3448512272;0.2863878639;1937.3478261;0.0709382151;0.1199746955;65.501328374;31.766005032;182.96207936;4335.4490206;0.6147351268;0.4792851255;0.0719648949
2020;1;Altstadt Grossbasel;0.0121473354;0.2821316614;;0.2974408498;0.4117647059;0.2968838527;0.3154706431;0.1490084986;1822.7614314;0.1033797217;0.0666591589;89.593644354;52.648478996;5758.9651712;16423.081464;0.8374409571;3.9983520273;
2020;5;St. Alban;0.0395946062;0.349566263;;0.2374254429;0.4841269841;0.437537358;0.3245727046;0.3023012552;1939.0907563;0.3369747899;0.3233511533;93.094584169;48.31641286;5913.7621563;16151.844027;0.7434271384;2.312158591;
2020;7;Bruderholz;0.0191468993;0.250930752;;0.1503190224;0.6585365854;0.4165056049;0.4283586852;0.4004638578;1949.2785475;0.7319636885;0.7130501471;109.58466742;48.376878988;7839.8583691;16867.689036;0.7388214254;0.1398243245;
2020;12;Altstadt Kleinbasel;0.0672478207;0.3835616438;;0.3457943925;0.2173913043;0.2820512821;0.2860107929;0.1544424568;1881.2535211;0.0985915493;0.0809475552;71.24;43.256786827;1438.9218159;9272.3190416;0.7018931452;1.5534310401;
2020;13;Clara;0.0876376989;0.4695226438;;0.2765625;0.2708333333;0.3398717465;0.3211750306;0.2010562052;1929.2055336;0.023715415;0.159184092;66.592351152;36.610416667;534.92269737;6316.6652961;0.6679853567;0.6108446086;
2020;14;Wettstein;0.0322171946;0.3216289593;;0.276009678;0.5740740741;0.2992620935;0.3648868778;0.2107133096;1933.2810734;0.3347457627;0.278453652;83.041527736;45.977107761;1695.2402578;11344.566364;0.8031640176;2.0461142256;
2020;15;Hirzbrunnen;0.0476190476;0.2522522523;;0.1854786195;0.32;0.4170001906;0.4001501502;0.3600152468;1942.2852645;0.6945843829;0.5975573457;81.300210526;38.983937486;718.25484407;7831.7899982;0.7065011149;0.3135640475;
2020;17;Matthäus;0.1097258486;0.5026109661;;0.2633456749;0.2880434783;0.1888482633;0.3087397709;0.2115173675;1925.1996513;0.0697471665;0.1653368754;67.2267683;35.749175362;584.74269201;6539.7952651;0.7026999861;0.1847064587;
2020;19;Kleinhüningen;0.1143674053;0.4699785561;;0.1970479705;0.1632653061;0.299248989;0.37884203;0.3171577123;1946.7844311;0.1556886228;0.2240506642;70.381057269;32.60701107;221.13872832;5008.7700706;0.6440537503;2.0877175139;
2021;4;Breite;0.0546900895;0.3563142194;;0.2807535179;0.268041237;0.3274503084;0.3335543034;0.2234407128;1941.392537313432;0.129850746268;0.3581089512;70.215147577501;38.951429868;581.3;7471.7;0.7532669;0.1254493051;
2021;5;St. Alban;0.0343504944;0.3541595636;;0.2366398728;0.525179856;0.4253313697;0.3244971019;0.3025036819;1939.327455919395;0.336691855583;0.3230578902;92.180740962951;47.794717781;5684.9;16669.6;0.7322857;2.2642005383;
2021;14;Wettstein;0.0278884462;0.3341416941;;0.2721211029;0.489361702;0.2832384894;0.3473064265;0.2100362131;1933.525352112676;0.332394366197;0.2805539178;82.962819750148;45.79726076;1453.9;11712.6;0.789864;1.8792207119;
2021;18;Klybeck;0.1264416315;0.5185654008;;0.2393310265;0.2;0.2206189879;0.3430379747;0.2662066081;1937.472350230414;0.071428571428;0.1232852931;65.375882814543;32.62961361;205.9;4399.1;0.6435239;0.4690369439;
2021;19;Kleinhüningen;0.1146315415;0.4873620506;;0.192548875;0.216666667;0.3002898551;0.3823424706;0.328115942;1948.082352941176;0.15294117647;0.223024617;70.106504646175;32.31353744;199.4;4911.8;0.6169505;2.1355715324;
2021;30;Bettingen;0.0151898734;0.2523206751;;0.1245454545;0.375;0.4409090909;0.4270042194;0.3545454545;1962.493506493506;0.788961038961;0.9021220471;120.795634920634;52.64;14573.8;20650.0;0.7384675;0.2618170378;
